2023-12-06 00:35:37,388 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-06 00:35:37,389 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: stop_status
2023-12-06 00:35:37,389 DEBUG   SenderThread:1272 [sender.py:send_request():407] send_request: stop_status
2023-12-06 00:35:39,568 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:35:44,571 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:35:49,574 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:35:52,391 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-06 00:35:52,400 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: stop_status
2023-12-06 00:35:52,400 DEBUG   SenderThread:1272 [sender.py:send_request():407] send_request: stop_status
2023-12-06 00:35:55,515 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:00,517 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:05,522 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:07,290 DEBUG   SenderThread:1272 [sender.py:send():380] send: stats
2023-12-06 00:36:07,390 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: stop_status
2023-12-06 00:36:07,390 DEBUG   SenderThread:1272 [sender.py:send_request():407] send_request: stop_status
2023-12-06 00:36:07,393 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-06 00:36:10,570 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:15,573 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:20,574 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:22,395 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-06 00:36:22,398 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: stop_status
2023-12-06 00:36:22,399 DEBUG   SenderThread:1272 [sender.py:send_request():407] send_request: stop_status
